id,session_uuid,timestamp,gaze_h,gaze_v,head_yaw,head_pitch,eyes_open,blink_rate,emotion_confidence,attention_score,target_engagement_label
15,baseline-seed,1788274454.2661374,0.5198685661204493,0.49585207096486444,0.032384426905034625,0.06092119425632102,1,13.248149123539491,87.18392328470684,81.161672243364,High
16,baseline-seed,1788274454.2671385,0.6023233033760109,0.6106309170883917,0.0735297492781188,0.06848981156931114,1,24.38425862809464,76.08484485919075,62.59415435917371,Medium
17,baseline-seed,1788274454.2671385,0.85,0.2,-0.45,-0.35,1,10.579754426081674,67.30361621338045,16.119921104922433,Low
18,baseline-seed,1788274454.2691188,0.5586259507568622,0.49322671098540394,0.003376410234396192,-0.05698992744853827,1,16.73931655089634,85.65030577807997,92.15089703802877,High
19,baseline-seed,1788274454.2691188,0.5319796919915271,0.6068463892627983,0.14328272010097456,0.06186641558352165,1,27.721982418614818,72.44076469689557,61.88424584267048,Medium
20,baseline-seed,1788274454.2691188,0.15,0.2,0.45,-0.35,0,31.50089137415928,67.79277690223527,22.882992931823676,Low
21,baseline-seed,1788274454.2701192,0.4468725580440628,0.5059058370760737,0.03692332899977052,0.00685473124759882,1,12.707940016415357,87.74376007386803,80.90454577821076,High
22,baseline-seed,1788274454.2701192,0.49927317257079135,0.4550023471877868,0.18189603334669455,0.06771150030022242,1,26.63779324701666,75.61869019374761,63.02470599579796,Medium
23,baseline-seed,1788274454.2701192,0.15,0.2,-0.45,-0.35,0,44.47547746402069,79.30611923241644,8.743489987503587,Low
24,baseline-seed,1788274454.2701192,0.541239980899838,0.527938403573486,-0.04196087616113193,-0.012368495034048584,1,18.90482740700475,93.7261737755858,86.61796049705299,High
25,baseline-seed,1788274454.2701192,0.5657814302983476,0.525377001478822,0.21437730757605605,0.04610752363265931,1,30.288247127617772,87.74425485152653,61.33315820388678,Medium
26,baseline-seed,1788274454.2701192,0.15,0.2,0.45,-0.35,1,27.45108790277985,79.27417949886403,21.72700624003319,Low
27,baseline-seed,1788274454.2701192,0.3952101958364102,0.5246570751312567,0.004352353411908562,-0.0119602940186347,1,14.514847848610614,92.11998967630583,98.15132947852186,High
28,baseline-seed,1788274454.2701192,0.5372466837061195,0.4602967677511399,0.05685933370416639,0.1446226770262736,1,23.00073882777431,75.79502905827536,53.8693108940961,Medium
29,baseline-seed,1788274454.2701192,0.85,0.8,-0.45,0.35,1,39.85842360750871,80.09180192247786,8.209082590985577,Low
30,baseline-seed,1788274454.2711203,0.5038831019739216,0.5290593497159867,-0.03510265469386762,-0.013106485863910729,1,13.823481300335533,90.9795090407676,96.36029531844986,High
31,baseline-seed,1788274454.2711203,0.3675859161949223,0.570731076633326,0.08835868387357654,0.08265178861180349,1,26.388997228247163,88.85819407825039,57.75687036849813,Medium
32,baseline-seed,1788274454.2711203,0.85,0.8,-0.45,0.35,0,43.87128330883843,84.06118237355278,11.078421016316023,Low
33,baseline-seed,1788274454.2711203,0.4232491513880383,0.4992045837365235,0.003011510497051322,0.09852968449941145,1,12.411830009999914,88.90105049931256,98.16531771933307,High
34,baseline-seed,1788274454.2711203,0.534023263390928,0.524710106779607,0.1471856771349315,0.09955719100332562,1,25.146718529649505,83.44271094811756,68.27887076788923,Medium
35,baseline-seed,1788274454.2711203,0.15,0.2,-0.45,0.35,0,30.292233223743178,75.83824276902237,23.574086099289374,Low
36,baseline-seed,1788274454.2711203,0.4603785469947725,0.48301106811191685,0.004982568254382061,-0.02013902616464797,1,17.42051489473826,85.23222960498998,90.24186116598563,High
37,baseline-seed,1788274454.2711203,0.6319269386103284,0.47662758779948167,0.1629068825905652,0.04511854412432336,1,27.027559501906985,88.73459977473469,53.300502659503834,Medium
38,baseline-seed,1788274454.2711203,0.85,0.2,-0.45,0.35,1,40.09357413523924,66.4485406928789,29.03929802550388,Low
39,baseline-seed,1788274454.2721202,0.5090983973841652,0.5392142826284728,-0.08037416172806139,0.007385354341292168,1,12.744822142447195,97.56102061134658,98.00836114326661,High
40,baseline-seed,1788274454.2721202,0.4647966841852961,0.6214436353668185,0.223951745141159,0.04797123063702681,1,33.6624333793835,87.74172848530235,68.71701310058297,Medium
41,baseline-seed,1788274454.2721202,0.85,0.8,-0.45,-0.35,0,40.94216754108317,75.16072649148975,0.4046702711317045,Low
42,baseline-seed,1788274454.2721202,0.5117228989319472,0.478569457459209,0.09328872555723783,0.0189533168364715,1,17.215690076020806,88.13977033244784,94.24358442695072,High
43,baseline-seed,1788274454.2721202,0.5199056460268857,0.48217431681276823,0.18159818879446346,0.17610337134423412,1,33.039904336424314,83.15225784600686,63.63940648005132,Medium
44,baseline-seed,1788274454.2721202,0.85,0.2,-0.45,0.35,0,14.759585735163343,84.32526386881113,17.296299885337458,Low
45,baseline-seed,1788274454.2721202,0.5110676319732007,0.5248154974710807,0.000650094593895351,0.058141363086292676,1,16.615231077010872,91.8952477134641,83.90485975596089,High
46,baseline-seed,1788274454.2731187,0.5029587499147099,0.6086308000487844,0.12335840515760182,0.09176369097413103,1,24.302438832291635,88.80917168705828,72.8942858480621,Medium
47,baseline-seed,1788274454.2731187,0.15,0.8,-0.45,0.35,0,42.132742503509014,70.70460370793286,42.53281203792146,Low
48,baseline-seed,1788274454.2736316,0.4661282512772638,0.45455458325942405,-0.022325747603351057,0.03425595177293889,1,13.35594197348874,92.7952176744169,98.72309548321562,High
49,baseline-seed,1788274454.2736316,0.6304059950880806,0.6557762483381937,0.13847629783561063,0.05146378651657833,1,34.87070005135542,72.80168030473048,62.43991165672968,Medium
50,baseline-seed,1788274454.2736316,0.85,0.8,-0.45,0.35,1,33.09936335948437,68.98727878049388,12.918041147637709,Low
51,baseline-seed,1788274454.2736316,0.5206014106883464,0.5154135785273662,0.0257523843153024,0.15410925962618885,1,18.3863614317342,94.0994950308887,94.03933754515407,High
52,baseline-seed,1788274454.2736316,0.5985836926541124,0.5605708553231393,0.027794770267198787,0.009953896407569565,1,23.221765217931296,81.56560281992348,50.86261457112181,Medium
53,baseline-seed,1788274454.2736316,0.15,0.8,-0.45,0.35,0,28.63333042276043,60.762506248476235,1.6433203049654344,Low
54,baseline-seed,1788274454.2746465,0.48112272536842265,0.5326685179090209,0.003214000954773139,-0.043109791117172246,1,18.159948424788887,88.0214943849558,92.45780951638001,High
55,baseline-seed,1788274454.2746465,0.771122876591397,0.660604825499232,0.22907483927613637,0.1497259586562925,1,34.68607703301295,80.32600696602391,57.750955350589905,Medium
56,baseline-seed,1788274454.2746465,0.15,0.8,-0.45,-0.35,1,8.138255253690637,60.633768585386434,42.3565302458287,Low
57,baseline-seed,1788274454.2746465,0.5201994911592183,0.5259726558251037,-0.060014820352788815,-0.013380049433637936,1,13.25149634136869,88.50340057430434,90.98453329412241,High
58,baseline-seed,1788274454.2746465,0.6556305352070053,0.6259844113223725,0.15018370123683272,0.1990810591887694,1,29.952369701046578,78.3920012485558,55.94554374802778,Medium
59,baseline-seed,1788274454.2746465,0.85,0.2,-0.45,0.35,0,9.64290562027665,61.15006605054382,1.792067302034686,Low
60,baseline-seed,1788274454.2746465,0.5177527771258491,0.52323902160288,-0.04634652357890415,-0.0023810142424720033,1,15.932927000934658,91.62860479092792,83.4640373982003,High
61,baseline-seed,1788274454.2746465,0.42040307427538803,0.4719884295043937,0.2434454121487267,0.1793958284290742,1,22.588952127036578,77.49225229252943,65.02063797714167,Medium
62,baseline-seed,1788274454.2746465,0.85,0.8,-0.45,0.35,1,11.517377083257188,61.764218685010746,28.26644824107789,Low
63,baseline-seed,1788274454.2756488,0.5027920833996008,0.4884405920941472,0.005675867262562403,0.026485226980841867,1,15.105359409652175,94.00603505819295,89.16505780983033,High
64,baseline-seed,1788274454.2756488,0.6349478810212776,0.5542583449383848,0.15514617120827473,0.09349012668618922,1,33.76955834542883,73.91582269578593,51.66467122100397,Medium
65,baseline-seed,1788274454.2756488,0.15,0.8,0.45,-0.35,0,32.320270936654275,61.77971621150572,14.034927732925498,Low
66,baseline-seed,1788274454.2756488,0.4764254097222315,0.5254880629106308,0.017850774298252367,-0.027716383810426168,1,17.03154277423907,97.28460818937874,94.70142087607772,High
67,baseline-seed,1788274454.2756488,0.5296239314187909,0.6026052789971396,0.16413896083720594,0.057392322524350975,1,32.488851610474434,89.81010284001347,59.902824245874235,Medium
68,baseline-seed,1788274454.2756488,0.85,0.2,-0.45,0.35,0,42.23029302414259,81.4603187960753,18.87573720450081,Low
69,baseline-seed,1788274454.2766457,0.5330166539595211,0.5244052890800192,0.06527394035771646,0.000840153665310362,1,14.560396808244894,97.5373251989468,87.78403357468326,High
70,baseline-seed,1788274454.2766457,0.5583167630169166,0.5132143190254974,0.27298541118719766,0.16391362495281508,1,27.829791785718157,75.86421543396129,57.88794908887798,Medium
71,baseline-seed,1788274454.2766457,0.15,0.2,0.45,-0.35,1,36.584725711782156,62.28015257621726,21.754493406913586,Low
72,baseline-seed,1788274454.2766457,0.503032182327749,0.47968514865463663,0.04875598667088756,-0.005882295260085546,1,14.807320100416629,86.63893822998648,82.85983364105672,High
73,baseline-seed,1788274454.2766457,0.6291073073180339,0.6314728472859993,0.08533572744779518,0.11222936365164803,1,32.68418077077463,84.12484454312992,51.952370735405594,Medium
74,baseline-seed,1788274454.2766457,0.15,0.8,-0.45,0.35,0,19.825685882675636,80.31998918143756,41.67893740488978,Low
75,baseline-seed,1788274454.2776487,0.47126223114990257,0.4935965854486446,0.01554537827990023,0.05901424867798208,1,15.393776073975811,97.6889613913263,82.22394964612303,High
76,baseline-seed,1788274454.2776487,0.5558140606338953,0.5497262302605823,0.06541259191038767,0.09710827086785123,1,23.544632911484936,72.3505249355421,65.58104725078553,Medium
77,baseline-seed,1788274454.2776487,0.15,0.2,-0.45,0.35,1,19.994823180948163,67.14280215704652,38.218361640336255,Low
78,baseline-seed,1788274454.2776487,0.5089636992724167,0.5003777720234538,0.0048838049274415865,-0.03092039135421866,1,19.754420284952793,92.32336981838208,92.58797276270525,High
79,baseline-seed,1788274454.2776487,0.5454446238713302,0.6615980203892159,0.21603292387307188,0.2089652674146289,1,33.71505413638286,70.90892760682915,56.74311655021353,Medium
80,baseline-seed,1788274454.2776487,0.85,0.8,0.45,0.35,1,29.80530391206147,66.93452957452831,8.277331027845499,Low
81,baseline-seed,1788274454.2786472,0.4150441710276077,0.4842273493495772,-0.037956633077684904,0.006015751459048305,1,19.795158461329333,98.80695042271444,93.9632342803949,High
82,baseline-seed,1788274454.2786472,0.4269834786348624,0.5717485875283181,0.16570780082614303,0.15823142920079264,1,24.114020211483588,88.21854368987685,69.74089383015605,Medium
83,baseline-seed,1788274454.2786472,0.85,0.2,0.45,-0.35,1,21.729721451624755,83.31821208385033,38.10681113801797,Low
84,baseline-seed,1788274454.2786472,0.5471776048288515,0.48592473043685885,-0.08565672645454388,0.05415489496661652,1,19.759315182516826,96.78966492389992,96.76657409422276,High
85,baseline-seed,1788274454.2786472,0.3838188318947413,0.49592237088012,0.11130970687289155,0.09667090250213958,1,33.24139089131569,86.25802018260156,73.99322415886714,Medium
86,baseline-seed,1788274454.2786472,0.85,0.2,-0.45,-0.35,1,42.79062919529712,81.24118476693529,10.883316476700697,Low
87,baseline-seed,1788274454.2786472,0.4572951828246962,0.4957286154493612,0.0060147815855949435,0.02057755336234996,1,13.829142444027703,94.403809581682,92.36256480915792,High
88,baseline-seed,1788274454.2786472,0.5137685536867429,0.5317681338741445,0.139386694886649,0.2228439352678143,1,32.04013909256331,80.40327002223987,70.45235600764497,Medium
89,baseline-seed,1788274454.2796457,0.85,0.8,-0.45,0.35,1,21.139314648495883,63.35038071126602,1.2664377577869148,Low
90,baseline-seed,1788274454.2796457,0.5258150379834059,0.5410589467259704,-0.048246173029005225,0.027442058399937574,1,13.090971804694158,85.20362531935035,87.01175117613194,High
91,baseline-seed,1788274454.2796457,0.44153015169875454,0.6366603275189087,0.19088508481969224,0.09177533073748884,1,26.527321071302904,80.27978978319622,68.80767230578743,Medium
92,baseline-seed,1788274454.2796457,0.85,0.8,-0.45,0.35,1,42.98082494630569,63.67683702322595,40.76985550710575,Low
93,baseline-seed,1788274454.2796457,0.4318647024257938,0.49833356903310144,0.019203272446965364,-0.0013077899237637245,1,15.940944751942958,89.60252254402512,92.66801708633452,High
94,baseline-seed,1788274454.2796457,0.5701670954758835,0.5454817807146927,0.03189984761223104,0.12926039649539764,1,26.493674683210223,87.93576819812023,61.37507936630894,Medium
95,baseline-seed,1788274454.2796457,0.15,0.8,0.45,-0.35,0,6.6347446506591545,64.22337657680411,12.25797491740618,Low
96,baseline-seed,1788274454.2806458,0.4957187856018177,0.4689427303274188,-0.027682465267359103,-0.04791511570355394,1,16.027338166838856,94.66552760081112,80.78624279682198,High
97,baseline-seed,1788274454.2806458,0.6211671192552431,0.6222781043545496,0.1881083411680408,0.06277817664786689,1,31.72737597498756,73.69042038712755,55.02438376008105,Medium
98,baseline-seed,1788274454.2806458,0.15,0.8,0.45,0.35,1,19.756545582790896,71.5633679033287,32.88872127788529,Low
99,baseline-seed,1788274454.2806458,0.5230622785222306,0.5093375046363061,0.15394404042276189,0.044782996457383074,1,12.857376090718208,91.26377313552837,90.65234532910046,High
100,baseline-seed,1788274454.2811568,0.5151595322416624,0.4957274869727758,0.10504759019516728,0.09713254735758772,1,26.187029152581317,74.22896013993089,57.85993645226995,Medium
101,baseline-seed,1788274454.2811568,0.85,0.2,-0.45,-0.35,1,32.164092765779586,79.72928096518345,21.93145675287852,Low
102,baseline-seed,1788274454.2811568,0.5030947323059047,0.47416147396015207,0.07615620386348287,0.021556401747386347,1,15.453276369837436,86.78612423913789,85.67551811597448,High
103,baseline-seed,1788274454.2811568,0.6916585548742851,0.47142104259928613,-0.03310220642146852,0.1564770746836285,1,34.824698234308734,82.11549638713774,55.693443001663866,Medium
104,baseline-seed,1788274454.2811568,0.85,0.2,0.45,0.35,0,11.427254930382226,64.66417560128265,12.544187422529273,Low
105,baseline-seed,1788274454.2811568,0.5019408651177931,0.4750714965076689,0.013522841288991942,-0.0020095243779654783,1,12.896311217344419,90.56997838664039,99.38940866550737,High
106,baseline-seed,1788274454.2811568,0.5989859507807794,0.5664146441883178,0.06207985627165608,0.06804518186677574,1,30.692361859017602,88.58751978255171,63.362309432334314,Medium
107,baseline-seed,1788274454.2811568,0.85,0.8,-0.45,-0.35,1,12.481749942300935,68.09198091010609,18.719203299122338,Low
108,baseline-seed,1788274454.282173,0.4348983024846735,0.5014425483998415,0.012986125086074093,-0.036172665004176346,1,14.309044425922046,93.13733509991657,83.08725430548405,High
109,baseline-seed,1788274454.282173,0.8027021938791241,0.4533396634026868,0.10811588759943604,0.07555239174188409,1,23.747390800206666,71.26749940945535,73.75904557735868,Medium
110,baseline-seed,1788274454.282173,0.15,0.8,0.45,0.35,0,32.26010888895717,79.00569649724216,26.208104586745147,Low
111,baseline-seed,1788274454.282173,0.4011342199949084,0.4760931423358857,0.028853606359027003,-0.008121815441719707,1,18.644955262301835,98.51037674933117,82.4859444697109,High
112,baseline-seed,1788274454.282173,0.5935783427512299,0.555363635148739,0.15904352635029995,0.1948080457045121,1,32.943774097857535,72.79544753252578,69.08641548463737,Medium
113,baseline-seed,1788274454.282173,0.85,0.8,0.45,-0.35,0,37.58298880925528,76.629930517405,23.01487868984125,Low
114,baseline-seed,1788274454.282173,0.5348449881372677,0.4902192940349648,0.060060696108197247,-0.016323014920862057,1,15.513079268561746,90.27722201194871,89.25359571339213,High
115,baseline-seed,1788274454.282173,0.6641274432537333,0.4993873022652718,-0.00642015493948217,0.10096320511863585,1,33.69446945256939,77.67782442746423,63.04526866673572,Medium
116,baseline-seed,1788274454.282173,0.85,0.8,-0.45,-0.35,0,42.59328494453901,75.69270132678545,14.73584704491179,Low
117,baseline-seed,1788274454.2831717,0.5135398562997766,0.487541362582976,0.031639093305314246,0.09082771431217583,1,19.151140664407663,96.04036095714343,83.03349759465502,High
118,baseline-seed,1788274454.2831717,0.4926887650165223,0.5009799136443464,0.24078170499676987,0.12412206880281533,1,33.397953277902744,76.84163497431815,69.71017531212831,Medium
119,baseline-seed,1788274454.2831717,0.15,0.2,0.45,-0.35,0,20.89149162241469,79.93238414448884,6.596366803346046,Low
120,baseline-seed,1788274454.2831717,0.5302795446658141,0.4723350402746712,0.04348029600528301,0.05422551435219804,1,17.551587555736802,92.59814220686634,85.03598117813905,High
121,baseline-seed,1788274454.2831717,0.4953291677722358,0.5192251375017152,0.13364753628646905,0.15013392390099423,1,27.21106841792732,79.24011607288266,72.73480015068357,Medium
122,baseline-seed,1788274454.2831717,0.85,0.8,-0.45,0.35,1,29.458169417385914,60.452754595521014,38.373451993542666,Low
123,baseline-seed,1788274454.2841744,0.5043757917841957,0.5217729987169608,0.024050461586835662,0.008955360971165255,1,17.657909074507188,87.13554660079966,91.52576720333626,High
124,baseline-seed,1788274454.2841744,0.47268438737602414,0.6632096867274543,0.1347106681524126,0.10600572655478191,1,34.03239066778809,79.01678742808264,52.71771310017812,Medium
125,baseline-seed,1788274454.2841744,0.15,0.8,0.45,0.35,0,41.83367530469489,81.7474090515532,22.828874513547174,Low
126,baseline-seed,1788274454.2841744,0.4323014148114072,0.5458865095838185,-0.007900394928949471,-0.0170752427978968,1,18.42282758878409,85.06484832206444,86.66998343382288,High
127,baseline-seed,1788274454.2841744,0.6481797191224214,0.4107557575613122,0.10160963428428905,0.13768840080884018,1,26.51039162465096,84.75002496219497,60.853230581355376,Medium
128,baseline-seed,1788274454.2841744,0.15,0.2,0.45,-0.35,0,12.055479460248932,72.459194318487,18.43271977820011,Low
129,baseline-seed,1788274454.2841744,0.4907626187916529,0.5208861909444026,0.09244780474726727,0.04506260118191029,1,12.104755652706668,94.28952320823394,83.56071933739503,High
130,baseline-seed,1788274454.2841744,0.5160711543339788,0.5401278605170182,0.12005592940457398,0.10949535885720206,1,29.74000522516057,71.34152954776854,67.99905128958027,Medium
131,baseline-seed,1788274454.2851737,0.15,0.8,-0.45,0.35,0,12.627508826546663,60.91374169620237,20.770945584839968,Low
132,baseline-seed,1788274454.2851737,0.47148616869291343,0.5031929068307569,-0.012748860871042765,0.060159719543307545,1,16.19512215462064,91.1706784571352,88.01526121750652,High
133,baseline-seed,1788274454.2851737,0.48579773077800503,0.562222107888331,0.14318738113347743,0.08471072389765813,1,34.29950100773723,77.46618632559506,56.49787215544529,Medium
134,baseline-seed,1788274454.2851737,0.85,0.8,0.45,-0.35,0,11.246103894647614,77.89930572118493,28.99265344404666,Low
135,baseline-seed,1788274454.2851737,0.5288668825617294,0.46612844686348315,-0.026226013313988685,0.019574982449116724,1,17.221968862814997,88.33455893465417,81.9888278551869,High
136,baseline-seed,1788274454.2851737,0.6451091126498883,0.4935751735259259,0.1387721604124069,0.1151653304522732,1,27.16338588503991,83.36170273141292,54.9196230899797,Medium
137,baseline-seed,1788274454.2851737,0.15,0.2,0.45,0.35,0,8.420341234178723,65.19715637865069,1.1674169704480675,Low
138,baseline-seed,1788274454.2861743,0.5130453208896847,0.4624665927084409,0.046201350960345056,-0.007396085457719561,1,18.539548493907528,89.78544292377026,85.18846866862584,High
139,baseline-seed,1788274454.2861743,0.6852613206625727,0.4448135771837071,0.1805081255429905,0.015218539279493362,1,27.322351478486127,81.0409436170396,60.4670366992476,Medium
140,baseline-seed,1788274454.2861743,0.85,0.2,0.45,0.35,1,10.604527030658101,81.71169939744782,21.4469727229786,Low
141,baseline-seed,1788274454.2861743,0.5045691059464816,0.5045090528438563,-0.018180610610692795,-0.0022778249488426983,1,14.149418875079569,92.58287900525214,92.66956439652294,High
142,baseline-seed,1788274454.2861743,0.5301716397518973,0.5249114179594437,0.016924209619414002,0.10604904533524313,1,25.539995244751797,70.36781353094933,71.94317135745197,Medium
143,baseline-seed,1788274454.2861743,0.15,0.8,0.45,-0.35,0,27.167120100631735,76.28550970879661,36.50863936311687,Low
